amazon_identifier,product_name,product_price,review_date,review_title,number_of_stars,verified_purchase,review_body,number_found_helpful
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-29T00:00:00Z,"Works well, easy setup with CVR plan, but some minor issues remain.",4,0,"Works very well. I bought this for someone in Sweden, added a CVR plan, and powered it via a Wasserstein cable outdoors, (the cable goes through the window easily). It was a breeze to set up.One issue I am having, however, is bad video quality occasionally, whenever motion is detected. I am not sure whether this is due to network speed, or some other reason. This also seems to affect the microphone which was not working at all today. I would be grateful if someone could shed light on this.Other than that, it is ideal and when working properly, the video quality is awesome and it is easy to read license plates. I will definitely upgrade the remaining 5 cameras to pro 2,  and possibly upgrade the wifi speed if that is what is causing problems at the moment.",0
B075P8HCT5,"Arlo Pro 2 by NETGEAR Home Security Camera System (3 pack) with Siren, Wireless, Rechargeable, 1080p HD, Audio, Indoor or Outdoor, Night Vision, Works with Amazon Alexa (VMS4330P)",659.45,2018-04-30T00:00:00Z,the cameras work great!,4,1,"I ordered this because I inherited a house from my father after he passed. The house is in another state 4 hours away, so I canâ€™t just pop over to check on it. His ex-wife moved in with him before he passed away (long story). I had to go to court to enforce his will and evict her from the property. This whole process took months as the courts move slowly. After the eviction, I could finally enter the house and I learned that most of his valuables were stolen. We kept getting reports from the neighbors that questionable people were hanging around the property and load up trailers with his things. I set up the Arlo cameras to catch anything that happens after the eviction. Several blind spots became apparent after I realized that she had broken back into the house and stole more things. I bought another camera to help with blind spots, but there is simple too much space that the cameras donâ€™t detect. The reason I left a 4 star review instead of a 5 star review is because of the limitations of the motion detection. My father had 11 acres, which Iâ€™m not trying to cover everything, but the house, garage, and barn are spaced further apart than the Arlo Pro 2 can cover. Other than this issue, the cameras work great!",0
B0097BEG1C,Apple MD827LL/A EarPods with Remote and Mic - Standard Packaging - White,11.69,2018-04-26T00:00:00Z,One Star,1,1,Not oem. Loses connection as the cord moves.,0
B0097BEG1C,Apple MD827LL/A EarPods with Remote and Mic - Standard Packaging - White,11.69,2018-04-26T00:00:00Z,One Star,1,1,Only one side worked,0
B0097BEG1C,Apple MD827LL/A EarPods with Remote and Mic - Standard Packaging - White,11.69,2018-04-30T00:00:00Z,Did not work,1,1,These broke in one day after use. First the right ear went out and then the left. I would not recommend these at all. I canâ€™t even return or get a replacement. Not worth it.,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2017-11-13T00:00:00Z,Amazing,5,1,"Beautiful color in real life, very light and spikes are super sharp and fast for track",0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2017-11-15T00:00:00Z,Five Stars,5,1,Super low price for a great quality track spike,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-01-14T00:00:00Z,Great for indoor track,5,1,Great for indoor track.,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-01-25T00:00:00Z,We got a deal!,4,1,"Good for hurdles, long jump and other events for beginners.Priced well, really well.",0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-02-14T00:00:00Z,Very poor quality,1,1,In one days use the whole bottom became flat. They are pretty worthless without the spikes. Never had a track shoes that the plastic spikes would become flat. Don't waste your money one these overly prices things. The cost doesn't match the quality.,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-03-18T00:00:00Z,Great mid-distance track shoe,5,0,"I bought these for my son for his 1,600 meters.  Instant results...he went from a 4.56 PR to a 4.53 in his first race in these new shoes and he just ran a 4.45 in his second race.  He does NOT wear these for the 3,200 event and his training is also to credit, but I will say these shoes have helped him significantly improve his time.",0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-04-01T00:00:00Z,Five Stars,5,1,great price,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-04-11T00:00:00Z,Five Stars,5,1,I really like these they probably dont even weight 2 ounces,0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-04-13T00:00:00Z,Inside soles came out within 2 weeks of wear,3,1,"My son has worn these for 2 weeks and the inside soles have come apart. Very disappointed in this purchase. Now, I will have to go and spend money and buy a second pair as there is still more than half of track season left.Edited to add that the company refunded my cost which covered another pair. Thank you for the excellent customer service when faced with a problem.",0
B00WQZZDOK,"Saucony Men's Ballista Track Spike Racing Shoe, Black/Red, 12.5 M US",54.88,2018-04-23T00:00:00Z,Four Stars,4,1,These are better for sprinting.  My son runs distance and said his heel is sore after he runs distance.,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2016-12-29T00:00:00Z,well I must say I cleaned up some old holsters ...,4,1,well I must say I cleaned up some old holsters I had  stained them and tried this stuff now its not intended for this but it much improved the appearance of the job .,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2016-12-30T00:00:00Z,Does EXACTLY what it should!,5,1,"Worked like a charm. Sprayed this through my airbrush onto a pair of shoes that I had painted with other Angelus brand paints and they held up all day! This was perfect to topcoat some intricate designs as part of a costume that I wore to convention, when other paints had failed me in the past. When I run out I will certainly buy more of this.",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-01-10T00:00:00Z,Not happy at all,1,1,Not happy at all. It was delivered in the mail. Temps were below freezing and it states clearly on the bottle. Do not allow to freeze! Waste of money!,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-01-29T00:00:00Z,High Gloss finish,5,1,It's awesome gave me the results in was looking for high gloss finish,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-02-06T00:00:00Z,"Very good product, got delivered real fast",5,1,"Very good product ,  got delivered real fast too",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-03-08T00:00:00Z,Five Stars,5,1,"So far this is working out, for what I am using it for.",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-03-13T00:00:00Z,Great Leather repair,5,1,This really served its purpose in repairing my couch. I would definitely buy again.,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-03-21T00:00:00Z,Love,5,0,Left my patent wallet really shiny ! Highly recommend this product,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-04-24T00:00:00Z,Five Stars,5,0,Works beautifully- provides a high gloss shine.,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-05-12T00:00:00Z,Look for additional product,1,1,Didn't work as advertised,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-05-16T00:00:00Z,Five Stars,5,1,Great product for us sneakheads that take care of our shoes,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-05-19T00:00:00Z,"Works poorly, would not recommend",2,1,"I applied this to a pair of leather boots hoping to bring out the shine of the leather. I was surprised that there was a product that would permanently adhere to leather and maintain a shine, but I was excited to try it. Well, unfortunately my skepticism was well-merited because while this product did deliver a shine, it was short lasting and easily ruined.I applied several coats of the product, making sure that it dried in between coatings. I noticed right away that it had a little bit of a tack to it. I hoped that tack would go away but it never did. As a result, the boots are now a magnet for debris. Kind of ruins the shine when everything sticks to them. On top of that, the coating is pretty fragile and flakes off easily. As some people have mentioned, it goes on white but dries clear. Well, that's true until it gets scuffed or worn - then it goes right back to an opaque white wherever any tiny abrasion occurs, and with boots, that happens often. If someone stepped on these boots, there'd be a semi-permanent shoe mark on them. What a joke!It's true this product makes things shine and it gives it that wet look, but it comes at a cost of losing the durability of the original material. This product behaves exactly as one would expect acrylic paint to behave - flexible but non-durable and not well suited for clothing.",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-05-20T00:00:00Z,My now preferred sealer on the leather accessories I produce and sell,5,1,"Amazon you really do a dis-service to the leather related servicre products asking how they ""fit"" for your product reviews. This product is so outstanding in the application process compared to the acrylic resolene that is manufactured by a major competitor. This Angelus product goes on the Latigo strips I use in such a streak free maner, I have just disposed of the gallon container I had in stock and this stuff is not cheap. Speaking of price, I am disappointed that quantities of more than 4 ounces are carried here at my favorite place to shop personal as well as business. But in this case dance a larger quantity is not available, I found that Angelus sells direct on the internet. The prices are better but they do not offer free shipping. All in all, a much better deal from Angelus and their products including  their dye and paint ROCK!",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-06-01T00:00:00Z,Worth Buying!,5,1,EXCEEDED my expectations!! Totally restored shine to my red bottoms!!,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-07-12T00:00:00Z,Louboutain-like!!!,5,1,"When used on top of 2 coats of ""Walk On Red"", any shoe can be a Louboutain!!!",0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-08-16T00:00:00Z,Would buy again,5,0,Nice high gloss.  Like patent leather.,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-08-25T00:00:00Z,Five Stars,5,1,Worked as expected,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-09-11T00:00:00Z,Five Stars,5,1,As expected,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-09-29T00:00:00Z,Five Stars,5,1,very essy to use and makes your dull moments shine,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-10-26T00:00:00Z,Five Stars,5,1,made my shoes brand new haha,0
B00B5VR8NK,Angelus Brand Acrylic Leather Paint High Gloss Finisher No. 610 - 4oz,7.89,2017-11-07T00:00:00Z,High Gloss Only Because It Is Not Matte,3,1,"I bought this to seal over Angelus red shoe-bottom paint, in effort to restore some Louboutin's I have. Since this product is supposed to be ""high gloss"", I guess I actually expected a seriously shiny... wait for it... high gloss finish.Sadly, I was disappointed in the lack of gloss! I followed the instructions for application on one (pre-cleaned) shoe first. I didn't see the high gloss finish once the shoe was dry, so I chalked this up to user error. Upon re-reading the instructions and checking Google for application tips/tricks, I went ahead and completed the other shoe of the pair. Still not how I expected ""High Gloss""  to appear once it was dry. The shoes look better than they did before, just not high gloss, really.After that, I tried the same application (over the red-bottom paint) on a few other leather-soled shoes, but with a few variations, feeling like I still must not be doing something correctly. I tried light sanding in between coats (similar to how one would refinish/paint wood, or anything that required excellent adhesion). Nope. I tried adding extra coats. No dice.I've come to the conclusion that a water-based product can't produce a real ""high gloss"" shine, and in this case, the finish this product provides is more gloss than the finish from their matte finish product, so was named accordingly.",0
